tweet_id,retweet_count,favorite_count
731156023742988288,1262,3828
730924654643314689,1962,6121
730573383004487680,2124,4888
730427201120833536,1047,3474
730211855403241472,1055,3801
730196704625098752,1894,4833
729854734790754305,1123,4010
729838605770891264,381,1721
729823566028484608,1239,3959
729463711119904772,2305,5768
729113531270991872,323,1875
728986383096946689,818,3130
728760639972315136,1692,4663
728751179681943552,675,2756
728653952833728512,1028,3289
728409960103686147,1992,4892
728387165835677696,956,3676
728046963732717569,1193,4285
728035342121635841,1656,4549
728015554473250816,1099,4098
727685679342333952,636,2945
727644517743104000,1739,5862
727524757080539137,1214,4452
727314416056803329,738,3320
727286334147182592,807,3035
727175381690781696,1375,3891
727155742655025152,1325,3606
726935089318363137,2447,6844
726887082820554753,1513,3825
726828223124897792,997,3546
726224900189511680,1140,4408
725842289046749185,2658,7049
725786712245440512,1360,4146
725729321944506368,1773,5185
725458796924002305,612,1401
724983749226668032,1304,3707
724771698126512129,635,2337
724405726123311104,1637,5252
724049859469295616,1764,4302
724046343203856385,553,2644
724004602748780546,1543,4159
723912936180330496,1228,3863
723688335806480385,2923,7640
723673163800948736,882,2998
723179728551723008,1857,5279
722974582966214656,1553,4073
722613351520608256,1628,4946
721503162398597120,1839,4595
721001180231503872,607,2509
720785406564900865,761,3098
720775346191278080,661,2447
720415127506415616,1492,4103
720389942216527872,2491,6339
720340705894408192,973,2855
720059472081784833,1111,3849
720043174954147842,1997,4880
719991154352222208,1730,4806
719704490224398336,1422,4517
719551379208073216,1898,5029
719367763014393856,739,2786
719339463458033665,1226,4408
719332531645071360,945,3412
718971898235854848,1070,3467
718939241951195136,1747,5222
718631497683582976,7995,18759
718613305783398402,478,2419
718540630683709445,1009,2437
718460005985447936,522,2680
718454725339934721,1502,4832
718246886998687744,498,1908
718234618122661888,990,3844
717841801130979328,602,2452
717790033953034240,1106,2862
717537687239008257,1846,5754
717428917016076293,450,1608
717421804990701568,842,3149
717047459982213120,1922,6257
717009362452090881,957,3236
716802964044845056,1164,4261
716791146589110272,1566,8105
716730379797970944,423,1228
716447146686459905,5828,12999
716439118184652801,207,2363
716285507865542656,1050,2754
716080869887381504,1894,6712
715928423106027520,874,3180
715758151270801409,1429,3701
715733265223708672,1679,4630
715704790270025728,562,2781
715696743237730304,1282,3889
715680795826982913,1606,4281
715360349751484417,1559,5451
715342466308784130,688,3023
715220193576927233,645,2411
715200624753819648,1872,5117
715009755312439296,1222,4138
714982300363173890,1026,3708
714962719905021952,4240,7314
714957620017307648,1403,4107
714631576617938945,993,3267
714606013974974464,924,3617
714485234495041536,1122,2672
714258258790387713,714,3022
714251586676113411,830,3262
714214115368108032,867,2262
714141408463036416,1391,4292
713919462244790272,783,3275
713909862279876608,534,1895
713900603437621249,738,2823
713761197720473600,1371,4853
713411074226274305,1290,4419
713177543487135744,2818,7181
713175907180089344,1466,4434
712809025985978368,6668,18466
712717840512598017,4953,12289
712668654853337088,1207,4158
712438159032893441,1555,5304
712309440758808576,25,242
712097430750289920,1023,3763
712092745624633345,883,2928
712085617388212225,483,3255
712065007010385924,619,2254
711998809858043904,125,0
711968124745228288,2290,8030
711743778164514816,974,2824
711732680602345472,4093,8797
711694788429553666,18238,32742
711652651650457602,909,3840
711363825979756544,1132,3628
711306686208872448,732,3299
711008018775851008,611,2986
710997087345876993,1375,4548
710844581445812225,686,2533
710833117892898816,532,2672
710658690886586372,555,2304
710609963652087808,2370,4773
710588934686908417,1857,4513
710296729921429505,732,2368
710283270106132480,517,2140
710272297844797440,1241,4514
710269109699739648,1116,2384
710153181850935296,881,2895
710140971284037632,872,2744
710117014656950272,1986,5468
709918798883774466,1078,3466
709901256215666688,99,666
709852847387627521,1198,3516
709566166965075968,1204,3538
709556954897764353,1066,3284
709519240576036864,236,1489
709449600415961088,566,2214
709409458133323776,681,2608
709225125749587968,570,2401
709207347839836162,5780,12511
709198395643068416,640,2418
709179584944730112,665,1997
709158332880297985,411,2023
709042156699303936,1621,4721
708853462201716736,656,1787
708845821941387268,897,2976
708834316713893888,495,1676
708810915978854401,6894,16428
708738143638450176,805,2732
708711088997666817,716,2532
708479650088034305,677,2537
708469915515297792,809,3088
708400866336894977,10028,15939
708356463048204288,1315,3571
708349470027751425,736,2336
708149363256774660,1545,4270
708130923141795840,850,3378
708119489313951744,978,2684
708109389455101952,547,1935
708026248782585858,1922,4374
707995814724026368,1119,3123
707983188426153984,2,50
707969809498152960,961,2693
707776935007539200,952,3272
707741517457260545,611,2481
707738799544082433,2451,4069
707693576495472641,991,3401
707629649552134146,874,2564
707610948723478529,6337,16927
707420581654872064,695,2269
707411934438625280,597,2299
707387676719185920,1284,3487
707377100785885184,1087,3271
707315916783140866,635,2466
707297311098011648,781,2764
707059547140169728,667,2588
707038192327901184,789,2176
707021089608753152,1350,4071
707014260413456384,596,2312
706904523814649856,7828,14537
706901761596989440,590,2056
706681918348251136,968,3289
706644897839910912,1086,2562
706593038911545345,630,2145
706538006853918722,1423,3467
706516534877929472,1028,3096
706346369204748288,923,3443
706310011488698368,7894,21263
706291001778950144,475,1691
706265994973601792,931,2729
706169069255446529,2205,3896
706166467411222528,1592,5155
706153300320784384,383,1481
705975130514706432,731,3094
705970349788291072,890,3156
705898680587526145,549,2361
705786532653883392,517,1930
705591895322394625,1150,3149
705475953783398401,911,2951
705442520700944385,1619,4420
705428427625635840,1680,3805
705239209544720384,745,2999
705223444686888960,796,2583
705102439679201280,517,2139
705066031337840642,616,2178
704871453724954624,1113,4264
704859558691414016,540,2249
704847917308362754,1522,5064
704819833553219584,988,2638
704761120771465216,2907,6620
704499785726889984,1012,2913
704491224099647488,78,752
704480331685040129,1061,3388
704364645503647744,3538,7990
704347321748819968,350,1578
704134088924532736,457,1502
704113298707505153,570,1847
704054845121142784,911,2920
703774238772166656,458,1837
703769065844768768,1138,3274
703631701117943808,677,2575
703611486317502464,1524,3847
703425003149250560,1359,3802
703407252292673536,693,2444
703382836347330562,1144,3507
703356393781329922,383,1914
703268521220972544,548,1969
703079050210877440,3071,7376
703041949650034688,12460,26293
702932127499816960,728,2579
702899151802126337,452,1608
702684942141153280,1074,3218
702671118226825216,553,2197
702598099714314240,3423,12210
702539513671897089,960,2875
702332542343577600,1543,3178
702321140488925184,1040,3266
702276748847800320,762,2460
702217446468493312,1330,4768
701981390485725185,990,3444
701952816642965504,1020,3839
701889187134500865,1386,3538
701805642395348998,1672,3410
701601587219795968,448,2085
701570477911896070,921,2810
701545186879471618,608,2657
701214700881756160,5086,12171
700890391244103680,565,2206
700864154249383937,621,2590
700847567345688576,500,2452
700796979434098688,937,2432
700747788515020802,9293,22778
700518061187723268,794,2607
700505138482569216,570,2282
700462010979500032,1781,4123
700167517596164096,733,2625
700151421916807169,671,2233
700143752053182464,2712,7522
700062718104104960,689,2646
700029284593901568,584,2068
700002074055016451,1340,3315
699801817392291840,952,3058
699788877217865730,508,2228
699779630832685056,1230,2737
699775878809702401,603,1960
699691744225525762,4604,10259
699446877801091073,2604,5941
699434518667751424,516,2156
699423671849451520,326,1362
699413908797464576,624,2074
699370870310113280,443,1885
699323444782047232,859,3147
699088579889332224,632,2240
699079609774645248,655,2448
699072405256409088,1190,2972
699060279947165696,1800,3750
699036661657767936,1195,2600
698989035503689728,971,3340
698953797952008193,897,2680
698907974262222848,624,2536
698710712454139905,678,2462
698703483621523456,379,1447
698635131305795584,338,1296
698549713696649216,622,2324
698355670425473025,449,1855
698342080612007937,950,2265
698262614669991936,1996,4744
698195409219559425,5958,16714
698178924120031232,737,2803
697995514407682048,331,1518
697990423684476929,1294,3283
697943111201378304,681,2384
697881462549430272,1177,3011
697630435728322560,541,1739
697616773278015490,1013,3161
697596423848730625,1262,3017
697575480820686848,497,2036
697516214579523584,1113,2056
697482927769255936,674,2413
697463031882764288,1397,3417
697270446429966336,1872,4684
697259378236399616,1002,3291
697255105972801536,1161,3033
697242256848379904,668,2507
696900204696625153,1018,3167
696894894812565505,676,2341
696886256886657024,1801,4851
696877980375769088,709,2431
696754882863349760,361,1481
696744641916489729,939,2059
696713835009417216,653,2362
696518437233913856,1704,3906
696490539101908992,141,1214
696488710901260288,1016,2531
696405997980676096,1155,3197
696100768806522880,652,1930
695816827381944320,1165,3010
695794761660297217,763,3151
695767669421768709,745,1859
695629776980148225,2091,4551
695446424020918272,1804,4387
695409464418041856,3564,8651
695314793360662529,1448,3624
695095422348574720,613,2629
695074328191332352,1094,2834
695064344191721472,588,1597
695051054296211456,785,2658
694925794720792577,916,2688
694905863685980160,937,2746
694669722378485760,14351,35753
694356675654983680,286,1499
694352839993344000,615,2037
694342028726001664,482,1570
694329668942569472,499,2008
694206574471057408,2030,4152
694183373896572928,922,2943
694001791655137281,1024,3408
693993230313091072,400,1875
693942351086120961,369,1739
693647888581312512,584,2684
693644216740769793,122,1342
693642232151285760,410,2534
693629975228977152,792,2440
693622659251335168,372,1535
693590843962331137,1953,5050
693582294167244802,253,1648
693486665285931008,635,1780
693280720173801472,1234,3343
693267061318012928,809,2375
693262851218264065,497,2212
693231807727280129,731,2864
693155686491000832,3200,7866
693109034023534592,612,1712
693095443459342336,460,1857
692919143163629568,753,2670
692905862751522816,863,2421
692901601640583168,600,1764
692894228850999298,805,2262
692828166163931137,879,2862
692752401762250755,3633,6810
692568918515392513,1531,4354
692535307825213440,1362,3164
692530551048294401,413,1826
692423280028966913,226,1478
692417313023332352,3463,9337
692187005137076224,819,2525
692158366030913536,788,2143
692142790915014657,393,1649
692041934689402880,1271,3398
692017291282812928,957,2882
691820333922455552,1657,3950
691793053716221953,4215,8122
691756958957883396,1000,2856
691675652215414786,508,1955
691483041324204033,562,2387
691459709405118465,1136,4039
691444869282295808,846,2645
691416866452082688,7614,19285
691321916024623104,662,2557
691096613310316544,877,2953
691090071332753408,334,1718
690989312272396288,2860,5896
690959652130045952,1246,3573
690938899477221376,1957,4083
690932576555528194,1018,3282
690735892932222976,1268,3776
690728923253055490,514,2177
690690673629138944,814,2331
690649993829576704,278,1302
690607260360429569,18,294
690597161306841088,600,1951
690400367696297985,451,1887
690374419777196032,846,3247
690360449368465409,878,2672
690348396616552449,516,1508
690248561355657216,415,1671
690021994562220032,1029,2790
690015576308211712,729,2491
690005060500217858,1685,3659
689999384604450816,369,1416
689993469801164801,449,1459
689977555533848577,446,1372
689905486972461056,699,2434
689877686181715968,1161,3033
689835978131935233,742,2167
689661964914655233,927,3209
689659372465688576,3863,10357
689623661272240129,640,2229
689599056876867584,5509,11637
689557536375177216,455,2041
689517482558820352,1425,3391
689289219123089408,939,2253
689283819090870273,1102,3267
689280876073582592,710,1973
689275259254616065,243,1143
689255633275777024,1080,2549
689154315265683456,1001,3072
689143371370250240,509,2012
688916208532455424,866,2719
688908934925697024,767,2116
688898160958271489,781,2089
688894073864884227,691,2239
688828561667567616,370,1379
688804835492233216,191,961
688789766343622656,661,2209
688547210804498433,699,2596
688519176466644993,724,2313
688385280030670848,4469,9274
688211956440801280,827,2240
688179443353796608,581,2135
688116655151435777,770,2825
688064179421470721,358,1729
687841446767013888,2507,5466
687826841265172480,1115,2743
687818504314159109,940,2479
687807801670897665,715,2394
687732144991551489,665,1756
687704180304273409,842,2422
687664829264453632,510,1930
687494652870668288,577,1894
687480748861947905,240,1596
687476254459715584,532,1983
687460506001633280,540,2056
687399393394311168,616,1887
687317306314240000,9147,20128
687312378585812992,1898,4351
687127927494963200,2266,5431
687124485711986689,503,2162
687109925361856513,2456,5792
687102708889812993,979,2341
687096057537363968,601,2239
686947101016735744,3181,8615
686760001961103360,1381,3512
686749460672679938,1450,3469
686730991906516992,1194,4135
686683045143953408,801,2820
686618349602762752,1361,3707
686606069955735556,542,1884
686394059078897668,687,1738
686386521809772549,876,3257
686377065986265092,567,2210
686358356425093120,667,2184
686286779679375361,1658,3996
686050296934563840,726,2215
686035780142297088,115,1145
686034024800862208,1141,3086
686007916130873345,411,2486
686003207160610816,625,1830
685973236358713344,522,2099
685943807276412928,593,1627
685906723014619143,2881,7505
685681090388975616,123,2032
685667379192414208,561,2359
685663452032069632,1456,3234
685641971164143616,777,2936
685547936038666240,15601,32904
685532292383666176,1154,3028
685325112850124800,3961,9453
685321586178670592,637,2649
685315239903100929,1043,3313
685307451701334016,440,2068
685268753634967552,1194,3099
685198997565345792,667,2338
685169283572338688,1428,4102
684969860808454144,368,2384
684959798585110529,3114,6820
684940049151070208,1044,3202
684926975086034944,459,3491
684914660081053696,1447,3510
684902183876321280,528,1874
684880619965411328,811,2090
684830982659280897,21627,35001
684800227459624960,1004,2735
684594889858887680,3499,8898
684588130326986752,1407,4113
684567543613382656,1211,3015
684538444857667585,947,2645
684481074559381504,1163,3885
684460069371654144,557,1972
684241637099323392,3272,8129
684225744407494656,208,1226
684222868335505415,1369,3814
684200372118904832,1031,2150
684195085588783105,510,1904
684188786104872960,1169,3487
684177701129875456,660,2010
684147889187209216,1513,2989
684122891630342144,466,2009
684097758874210310,1426,4112
683857920510050305,1120,3799
683852578183077888,345,1931
683849932751646720,961,2606
683834909291606017,1111,2619
683828599284170753,1060,2791
683773439333797890,1347,3344
683742671509258241,3300,6468
683515932363329536,2892,7327
683498322573824003,961,3173
683481228088049664,993,2647
683462770029932544,672,2419
683449695444799489,1602,3889
683391852557561860,2392,7619
683357973142474752,912,2899
683142553609318400,1042,2859
683111407806746624,908,3395
683098815881154561,656,2156
683078886620553216,560,1985
683030066213818368,736,2159
682962037429899265,16531,36773
682808988178739200,169,1786
682788441537560576,1107,2479
682750546109968385,438,1513
682697186228989953,356,1317
682662431982772225,1078,3056
682638830361513985,597,2068
682429480204398592,1152,3426
682406705142087680,1768,7552
682393905736888321,671,2225
682389078323662849,461,1652
682303737705140231,971,3050
682259524040966145,1204,4139
682242692827447297,1160,3244
682088079302213632,9838,18198
682059653698686977,1676,4936
682047327939461121,932,3189
682032003584274432,1999,6559
682003177596559360,1523,3129
681981167097122816,1028,2801
681891461017812993,814,2463
681694085539872773,4042,12752
681679526984871937,439,1770
681654059175129088,919,2632
681610798867845120,462,1906
681579835668455424,1296,3541
681523177663676416,5743,14264
681340665377193984,275,1637
681339448655802368,4071,9258
681320187870711809,739,2643
681302363064414209,1807,3926
681297372102656000,950,3206
681281657291280384,1092,3221
681261549936340994,268,1452
681242418453299201,526,1485
681231109724700672,483,2409
681193455364796417,1480,3689
680970795137544192,654,2417
680959110691590145,1995,4570
680940246314430465,1046,3191
680934982542561280,433,2079
680913438424612864,620,2397
680889648562991104,360,1761
680836378243002368,1313,3454
680805554198020098,662,2150
680801747103793152,814,2373
680798457301471234,1026,2839
680609293079592961,697,2630
680583894916304897,1326,3620
680497766108381184,1904,4222
680494726643068929,482,1711
680473011644985345,740,2541
680440374763077632,497,1445
680221482581123072,291,1459
680206703334408192,1162,2826
680191257256136705,498,2139
680176173301628928,1541,3877
680161097740095489,729,2322
680145970311643136,1732,3600
680130881361686529,937,2285
680115823365742593,900,2710
680100725817409536,1367,3557
680085611152338944,8945,12760
680070545539371008,865,2574
679877062409191424,645,1982
679872969355714560,656,2176
679862121895714818,617,2444
679854723806179328,1222,2843
679844490799091713,757,2353
679828447187857408,13922,36115
679777920601223168,1096,3080
679736210798047232,782,2089
679729593985699840,816,2160
679722016581222400,462,1661
679530280114372609,2066,4769
679527802031484928,715,2628
679511351870550016,1253,3347
679503373272485890,1456,3149
679475951516934144,634,2080
679462823135686656,18658,31387
679405845277462528,1195,2355
679158373988876288,7980,21164
679148763231985668,1017,2764
679132435750195208,1143,2951
679111216690831360,2552,5926
679062614270468097,8015,16838
679047485189439488,659,2230
679001094530465792,1212,2798
678991772295516161,1147,2279
678969228704284672,453,1641
678800283649069056,890,2546
678798276842360832,1154,3428
678774928607469569,896,2789
678767140346941444,1344,3498
678764513869611008,468,1624
678755239630127104,3246,7055
678740035362037760,1659,3733
678708137298427904,2399,5550
678675843183484930,1445,2837
678643457146150913,400,2038
678446151570427904,1525,3962
678424312106393600,2516,5428
678410210315247616,1785,4180
678399652199309312,31395,78484
678396796259975168,409,1581
678389028614488064,418,1859
678380236862578688,902,2413
678341075375947776,530,1721
678334497360859136,249,1294
678278586130948096,6011,11318
678255464182861824,361,1581
678023323247357953,375,1894
678021115718029313,6247,13505
677961670166224897,1661,3384
677918531514703872,400,1334
677895101218201600,2041,4783
677716515794329600,966,3020
677700003327029250,1420,3346
677698403548192770,315,1218
677687604918272002,840,2460
677673981332312066,1480,3291
677662372920729601,944,1928
677644091929329666,786,1828
677573743309385728,693,2101
677565715327688705,456,1283
677557565589463040,1132,2414
677547928504967168,3608,6855
677530072887205888,224,1053
677335745548390400,1751,3001
677334615166730240,280,1325
677331501395156992,232,1071
677328882937298944,1483,3592
677314812125323265,523,1621
677301033169788928,394,1219
677269281705472000,696,1965
677228873407442944,1616,3501
677187300187611136,906,2705
676975532580409345,1049,2734
676957860086095872,799,2210
676949632774234114,390,1282
676948236477857792,849,2140
676946864479084545,364,1705
676942428000112642,739,2045
676936541936185344,4838,12543
676916996760600576,1780,2935
676897532954456065,710,2211
676864501615042560,697,2071
676821958043033607,15316,22593
676819651066732545,651,1788
676811746707918848,415,1399
676776431406465024,1986,4927
676617503762681856,946,2844
676613908052996102,197,1067
676606785097199616,426,1862
676603393314578432,375,1141
676593408224403456,2122,4507
676590572941893632,119,901
676588346097852417,768,2277
676582956622721024,270,1180
676575501977128964,1098,2538
676533798876651520,544,1839
676496375194980353,523,1496
676470639084101634,4583,11410
676440007570247681,650,1690
676430933382295552,339,1371
676263575653122048,533,2047
676237365392908289,283,1188
676219687039057920,30472,75035
676215927814406144,562,1711
676191832485810177,1009,2235
676146341966438401,648,1880
676121918416756736,1138,2123
676101918813499392,1143,2774
676098748976615425,1393,2947
676089483918516224,427,1281
675898130735476737,561,1583
675891555769696257,835,2084
675888385639251968,936,2339
675878199931371520,1370,4097
675870721063669760,551,1593
675853064436391936,1263,2641
675849018447167488,140,924
675845657354215424,857,2222
675822767435051008,523,1488
675820929667219457,230,1027
675798442703122432,3332,10039
675781562965868544,456,1597
675740360753160193,333,1143
675710890956750848,794,1851
675707330206547968,665,1936
675706639471788032,93,629
675534494439489536,402,1782
675531475945709568,371,1157
675522403582218240,281,1015
675517828909424640,452,1261
675501075957489664,5687,16774
675497103322386432,1259,3069
675489971617296384,580,1267
675483430902214656,955,1805
675432746517426176,553,1485
675372240448454658,503,1650
675362609739206656,226,1022
675354435921575936,16342,31765
675349384339542016,2210,3825
675334060156301312,1248,2696
675166823650848770,1546,3501
675153376133427200,2508,6114
675149409102012420,1637,3659
675147105808306176,228,919
675146535592706048,288,1152
675145476954566656,870,2082
675135153782571009,470,1273
675113801096802304,764,1906
675111688094527488,245,940
675109292475830276,1102,2726
675047298674663426,316,1039
675015141583413248,1155,2638
675006312288268288,217,959
675003128568291329,454,1525
674999807681908736,1073,2184
674805413498527744,344,840
674800520222154752,828,2936
674793399141146624,1060,2449
674790488185167872,242,1074
674788554665512960,203,795
674781762103414784,1154,1951
674774481756377088,454,1083
674767892831932416,758,1776
674764817387900928,229,771
674754018082705410,431,1331
674752233200820224,449,1427
674743008475090944,533,1358
674742531037511680,49,474
674739953134403584,375,1072
674737130913071104,85,629
674690135443775488,458,1116
674670581682434048,630,1567
674664755118911488,244,891
674646392044941312,477,1392
674644256330530816,261,1006
674638615994089473,560,1641
674632714662858753,555,1463
674606911342424069,95,917
674468880899788800,1970,6055
674447403907457024,346,1033
674436901579923456,377,1084
674422304705744896,526,1394
674416750885273600,133,668
674410619106390016,448,1165
674394782723014656,554,1472
674372068062928900,305,826
674330906434379776,72,549
674318007229923329,505,1368
674307341513269249,6737,11026
674291837063053312,5662,14280
674271431610523648,710,1523
674269164442398721,223,882
674265582246694913,816,1596
674262580978937856,436,1267
674255168825880576,526,1423
674082852460433408,163,739
674075285688614912,274,963
674063288070742018,2123,6185
674053186244734976,1247,3200
674051556661161984,472,1404
674045139690631169,618,1365
674042553264685056,122,699
674038233588723717,402,1071
674036086168010753,202,829
674024893172875264,1180,1717
674019345211760640,292,1095
674014384960745472,611,1511
674008982932058114,339,1159
673956914389192708,921,1897
673919437611909120,360,1134
673906403526995968,1575,3082
673887867907739649,245,907
673716320723169284,721,2990
673715861853720576,1983,3434
673711475735838725,291,1007
673709992831262724,263,811
673708611235921920,275,1045
673707060090052608,378,1066
673705679337693185,393,1221
673700254269775872,545,1386
673697980713705472,1896,3844
673689733134946305,622,1686
673688752737402881,476,1222
673686845050527744,417,1397
673680198160809984,448,1330
673662677122719744,353,1217
673656262056419329,229,697
673636718965334016,346,1069
673612854080196609,695,1553
673583129559498752,345,1152
673580926094458881,264,807
673576835670777856,544,1343
673363615379013632,292,995
673359818736984064,649,1403
673355879178194945,554,1455
673352124999274496,519,1608
673350198937153538,202,728
673345638550134785,1214,2427
673343217010679808,258,939
673342308415348736,555,1232
673320132811366400,7587,13025
673317986296586240,244,852
673295268553605120,3056,7264
673270968295534593,347,1036
673240798075449344,697,1382
673213039743795200,812,2175
673148804208660480,605,1638
672997845381865473,686,1902
672995267319328768,276,917
672988786805112832,278,956
672984142909456390,521,1217
672980819271634944,974,1759
672975131468300288,869,1621
672970152493887488,341,920
672968025906282496,521,1283
672964561327235073,619,1379
672902681409806336,478,1321
672898206762672129,407,880
672884426393653248,809,1499
672877615439593473,340,999
672834301050937345,541,1273
672828477930868736,470,1218
672640509974827008,303,948
672622327801233409,467,1249
672614745925664768,555,1187
672609152938721280,375,1080
672604026190569472,383,1079
672594978741354496,588,1296
672591762242805761,325,925
672591271085670400,177,699
672538107540070400,350,998
672523490734551040,161,612
672488522314567680,418,1070
672482722825261057,573,1095
672481316919734272,123,697
672475084225949696,674,1397
672466075045466113,511,1310
672272411274932228,3229,6228
672267570918129665,593,1446
672264251789176834,324,1098
672256522047614977,1474,2731
672254177670729728,711,1387
672248013293752320,577,1678
672245253877968896,148,662
672239279297454080,310,865
672231046314901505,967,1768
672222792075620352,203,759
672205392827572224,1111,2185
672169685991993344,353,987
672160042234327040,343,842
672139350159835138,665,1690
672125275208069120,1097,2308
672095186491711488,356,972
672082170312290304,352,910
672068090318987265,498,1250
671896809300709376,4014,8213
671891728106971137,556,1274
671882082306625538,1338,3342
671879137494245376,638,1365
671874878652489728,529,1208
671866342182637568,473,1082
671855973984772097,418,870
671789708968640512,3334,6813
671768281401958400,481,1155
671763349865160704,870,1616
671744970634719232,731,1304
671743150407421952,228,726
671735591348891648,727,1392
671729906628341761,4178,8209
671561002136281088,6952,12343
671550332464455680,201,880
671547767500775424,570,1298
671544874165002241,1009,1892
671542985629241344,541,1055
671538301157904385,372,905
671536543010570240,388,1132
671533943490011136,553,986
671528761649688577,248,815
671520732782923777,507,1348
671518598289059840,284,917
671511350426865664,675,1544
671504605491109889,3415,6746
671497587707535361,428,887
671488513339211776,456,967
671486386088865792,188,563
671485057807351808,225,736
671390180817915904,714,1398
671362598324076544,286,1068
671357843010908160,147,387
671355857343524864,114,471
671347597085433856,413,924
671186162933985280,202,708
671182547775299584,323,1080
671166507850801152,330,847
671163268581498880,1050,1593
671159727754231808,78,359
671154572044468225,209,687
671151324042559489,146,645
671147085991960577,204,648
671141549288370177,630,1113
671138694582165504,385,892
671134062904504320,185,721
671122204919246848,2416,3374
671115716440031232,746,1320
671109016219725825,418,1107
670995969505435648,283,1073
670842764863651840,8343,23796
670840546554966016,187,563
670838202509447168,665,1077
670833812859932673,117,426
670832455012716544,208,709
670826280409919488,3900,5329
670823764196741120,180,750
670822709593571328,91,588
670815497391357952,1478,3060
670811965569282048,260,1088
670807719151067136,468,1122
670804601705242624,917,1891
670803562457407488,84,332
670797304698376195,229,710
670792680469889025,264,798
670789397210615808,225,641
670786190031921152,194,582
670783437142401025,371,801
670782429121134593,737,1502
670780561024270336,279,765
670778058496974848,71,319
670764103623966721,403,1040
670755717859713024,106,427
670733412878163972,494,926
670727704916926465,343,801
670717338665226240,466,1154
670704688707301377,357,750
670691627984359425,231,574
670679630144274432,271,727
670676092097810432,40,239
670668383499735048,4808,10309
670474236058800128,711,1459
670468609693655041,84,346
670465786746662913,523,937
670452855871037440,195,531
670449342516494336,626,1159
670444955656130560,1903,6488
670442337873600512,191,628
670435821946826752,493,1020
670434127938719744,620,1356
670433248821026816,106,319
670428280563085312,593,1332
670427002554466305,154,507
670421925039075328,606,1263
670420569653809152,302,603
670417414769758208,309,553
670411370698022913,851,1952
670408998013820928,211,538
670403879788544000,144,410
670385711116361728,195,545
670374371102445568,259,722
670361874861563904,63,320
670338931251150849,103,414
670319130621435904,1163,3750
670303360680108032,126,417
670290420111441920,270,676
670093938074779648,317,994
670086499208155136,244,675
670079681849372674,1172,2146
670073503555706880,757,1514
670069087419133954,226,603
670061506722140161,319,738
670055038660800512,315,644
670046952931721218,165,624
670040295598354432,106,730
670037189829525505,260,576
670003130994700288,87,319
669993076832759809,81,314
669972011175813120,149,427
669970042633789440,55,293
669942763794931712,153,489
669926384437997569,94,364
669923323644657664,53,227
669753178989142016,377,781
669749430875258880,63,255
669684865554620416,87,497
669683899023405056,105,377
669682095984410625,129,345
669680153564442624,271,649
669661792646373376,413,786
669625907762618368,1736,3411
669603084620980224,347,920
669597912108789760,145,501
669583744538451968,887,1441
669573570759163904,134,425
669571471778410496,977,1542
669567591774625800,53,228
669564461267722241,118,375
669393256313184256,71,349
669375718304980992,699,1280
669371483794317312,170,479
669367896104181761,145,445
669363888236994561,219,601
669359674819481600,116,358
669354382627049472,1228,2607
669353438988365824,250,606
669351434509529089,173,420
669328503091937280,400,981
669327207240699904,114,555
669324657376567296,200,484
669216679721873412,391,1153
669214165781868544,154,426
669203728096960512,453,973
669037058363662336,299,632
669015743032369152,358,721
669006782128353280,238,558
669000397445533696,6105,20163
668994913074286592,217,425
668992363537309700,327,723
668989615043424256,318,655
668988183816871936,443,875
668986018524233728,158,534
668981893510119424,290,521
668979806671884288,334,770
668975677807423489,556,1257
668967877119254528,21,140
668960084974809088,231,681
668955713004314625,68,266
668932921458302977,55,254
668902994700836864,97,308
668892474547511297,144,385
668872652652679168,289,510
668852170888998912,153,437
668826086256599040,129,422
668815180734689280,253,542
668779399630725120,353,682
668655139528511488,210,506
668645506898350081,509,849
668643542311546881,506,848
668641109086707712,523,1034
668636665813057536,473,1008
668633411083464705,1550,2697
668631377374486528,303,685
668627278264475648,108,307
668625577880875008,123,370
668623201287675904,724,1371
668620235289837568,38,192
668614819948453888,305,597
668587383441514497,1026,1608
668567822092664832,50,235
668544745690562560,215,496
668542336805281792,204,437
668537837512433665,68,245
668528771708952576,213,446
668507509523615744,101,312
668496999348633600,126,394
668484198282485761,225,413
668480044826800133,141,442
668466899341221888,492,859
668297328638447616,285,603
668291999406125056,29,234
668286279830867968,130,485
668274247790391296,224,795
668268907921326080,226,538
668256321989451776,575,1247
668248472370458624,462,939
668237644992782336,2717,5964
668226093875376128,97,288
668221241640230912,187,497
668204964695683073,187,539
668190681446379520,191,625
668171859951755264,184,466
668154635664932864,296,479
668142349051129856,270,556
668113020489474048,225,646
667937095915278337,760,1209
667924896115245057,108,285
667915453470232577,54,200
667911425562669056,284,474
667902449697558528,361,826
667886921285246976,1029,1799
667885044254572545,451,792
667878741721415682,113,380
667873844930215936,386,606
667866724293877760,983,2910
667861340749471744,74,234
667832474953625600,60,286
667806454573760512,469,1016
667801013445750784,93,315
667793409583771648,315,675
667782464991965184,235,400
667773195014021121,52,226
667766675769573376,204,421
667728196545200128,143,365
667724302356258817,306,462
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2157,5546
667546741521195010,116,327
667544320556335104,499,828
667538891197542400,62,197
667534815156183040,498,786
667530908589760512,226,447
667524857454854144,1067,1628
667517642048163840,182,352
667509364010450944,2023,6516
667502640335572993,212,520
667495797102141441,254,502
667491009379606528,213,512
