tweet_id,retweet_count,favorite_count
793120401413079041,4019,12964
792913359805018113,4079,14660
792883833364439040,4378,11561
792773781206999040,1723,7515
792394556390137856,4403,13757
792050063153438720,1850,7318
791821351946420224,21627,0
791784077045166082,9838,0
791780927877898241,3914,0
791774931465953280,22780,46144
791672322847637504,3219,12015
791406955684368384,4225,13422
791312159183634433,2603,8978
791026214425268224,4200,0
790987426131050500,2186,10052
790946055508652032,4801,17009
790723298204217344,2371,0
790698755171364864,1974,8409
790581949425475584,7345,21095
790337589677002753,1926,7998
790277117346975746,3251,12828
790227638568808452,3656,0
789986466051088384,2371,9462
789960241177853952,4218,0
789903600034189313,4229,10583
789628658055020548,1819,7655
789599242079838210,1973,6907
789530877013393408,3462,11984
789314372632018944,2351,8834
789280767834746880,5066,0
789268448748703744,2670,9306
789137962068021249,2866,9925
788908386943430656,12762,28014
788765914992902144,10575,27936
788552643979468800,7352,0
788412144018661376,5399,15885
788178268662984705,2144,7377
788150585577050112,1318,6250
788070120937619456,3508,0
788039637453406209,1352,6254
787810552592695296,3130,8816
787717603741622272,2850,10473
787397959788929025,2906,11111
787322443945877504,1782,7953
787111942498508800,6901,0
786963064373534720,8159,27171
786729988674449408,2475,0
786709082849828864,6251,18624
786664955043049472,2616,10825
786595970293370880,3183,9623
786363235746385920,3590,11116
786286427768250368,2911,8136
786233965241827333,4857,15577
786051337297522688,158,1452
786036967502913536,7182,0
785927819176054784,3255,11630
785872687017132033,1859,6828
785639753186217984,2284,7989
785533386513321988,2038,9295
785515384317313025,1287,6230
785264754247995392,1676,7404
785170936622350336,4940,12282
784826020293709826,3316,10321
784517518371221505,2591,9149
784431430411685888,1296,5807
784183165795655680,8237,20492
784057939640352768,11363,30349
783839966405230592,11005,30603
783821107061198850,2013,7499
783695101801398276,3282,10661
783466772167098368,2292,8619
783391753726550016,5603,17200
783347506784731136,5662,0
783334639985389568,11924,29708
783085703974514689,2242,8308
782969140009107456,7525,24567
782747134529531904,1438,7618
782722598790725632,5499,17599
782598640137187329,1911,7947
782305867769217024,5690,16962
782021823840026624,6337,0
781955203444699136,3442,11329
781661882474196992,2773,10619
781655249211752448,1146,4066
781524693396357120,5673,21103
781308096455073793,2597,7272
781251288990355457,2119,8575
781163403222056960,2789,9979
780931614150983680,7454,22017
780858289093574656,2048,7315
780800785462489090,1326,5588
780601303617732608,3407,12322
780543529827336192,1773,6420
780496263422808064,3768,0
780476555013349377,116,0
780459368902959104,1098,5381
780192070812196864,2290,8855
780092040432480260,2341,0
780074436359819264,5063,12400
779834332596887552,7182,19226
779377524342161408,3170,8960
779124354206535695,18658,0
779056095788752897,4607,15020
778990705243029504,7349,20319
778774459159379968,10084,0
778764940568104960,367,881
778748913645780993,1338,7009
778650543019483137,1529,5868
778624900596654080,1027,4714
778408200802557953,4411,13833
778396591732486144,12460,0
778383385161035776,1122,5931
778286810187399168,3356,10550
778039087836069888,2689,8640
778027034220126208,1643,6654
777953400541634568,3591,0
777885040357281792,1652,6455
777684233540206592,2985,11413
777641927919427584,4302,0
777621514455814149,2543,8899
777189768882946048,4373,14496
776819012571455488,13922,0
776813020089548800,1231,4948
776477788987613185,2831,8965
776249906839351296,9293,0
776218204058357768,16129,30377
776201521193218049,2551,9772
776113305656188928,4421,11950
776088319444877312,153,1869
775898661951791106,16809,0
775842724423557120,2698,11899
775733305207554048,4050,14061
775729183532220416,4662,13170
775364825476165632,3019,7505
775350846108426240,3962,10319
775085132600442880,4812,15789
774757898236878852,1817,8728
774639387460112384,1756,6832
774314403806253056,5614,22085
773985732834758656,3933,10887
773922284943896577,1773,6487
773704687002451968,1651,6691
773670353721753600,1334,5422
773547596996571136,6266,22422
773336787167145985,5163,0
773308824254029826,7584,23631
773247561583001600,3290,9587
773191612633579521,4206,10125
772877495989305348,3939,8687
772826264096874500,2384,8168
772615324260794368,3429,0
772581559778025472,1718,6587
772193107915964416,1412,6124
772152991789019136,1148,3850
772117678702071809,751,3826
772114945936949249,474,2758
772102971039580160,953,4052
771908950375665664,1933,6681
771770456517009408,3434,12160
771500966810099713,2645,8365
771380798096281600,5163,10625
771171053431250945,7586,0
771136648247640064,2972,9269
771102124360998913,1460,6324
771014301343748096,1680,6976
770787852854652928,1217,4993
770772759874076672,1433,5249
770655142660169732,1792,7429
770414278348247044,2127,6394
770293558247038976,1503,6321
770093767776997377,3097,0
770069151037685760,2327,7685
769940425801170949,9695,31766
769695466921623552,1696,6484
769335591808995329,7828,0
769212283578875904,1748,5467
768970937022709760,6599,14548
768909767477751808,2712,0
768855141948723200,900,4249
768609597686943744,1218,4172
768596291618299904,1297,5093
768554158521745409,5905,0
768473857036525572,3476,13782
768193404517830656,3591,10995
767884188863397888,1401,4796
767754930266464257,5457,16184
767500508068192258,2369,7589
767191397493538821,3812,12434
767122157629476866,2892,10287
766864461642756096,5703,0
766793450729734144,1370,5131
766714921925144576,383,2636
766693177336135680,808,4061
766423258543644672,1608,6058
766313316352462849,1911,6859
766078092750233600,2658,0
766069199026450432,863,4274
766008592277377025,502,3785
765719909049503744,2170,7301
765669560888528897,1240,5240
765395769549590528,3414,26864
765371061932261376,2190,7143
765222098633691136,3429,11750
764857477905154048,1794,6513
764259802650378240,1518,6080
763956972077010945,56,762
763837565564780549,4200,12725
763183847194451968,1488,5436
763167063695355904,3056,0
763103485927849985,2316,7430
762699858130116608,3656,12258
762471784394268675,6489,11314
762464539388485633,4218,10394
762316489655476224,1131,4842
762035686371364864,15704,32205
761976711479193600,2032,5460
761750502866649088,3961,0
761745352076779520,872,4310
761672994376806400,29390,49939
761599872357261312,1199,4165
761371037149827077,18238,0
761334018830917632,1463,5240
761292947749015552,1094,4524
761227390836215808,1582,5368
761004547850530816,3508,11430
760893934457552897,987,3846
760656994973933572,1929,6644
760641137271070720,1313,5016
760539183865880579,3660,7629
760521673607086080,1399,4259
760290219849637889,11613,27050
760252756032651264,876,3970
760190180481531904,1821,5737
760153949710192640,31,0
759943073749200896,2094,6002
759923798737051648,5703,14792
759846353224826880,1996,6785
759793422261743616,1933,6011
759557299618865152,1196,4742
759447681597108224,2475,8559
759446261539934208,494,1684
759197388317847553,1962,6127
759159934323924993,1163,0
759099523532779520,4207,14653
759047813560868866,2039,6545
758854675097526272,906,3585
758828659922702336,3867,11295
758740312047005698,1622,5782
758474966123810816,1010,3844
758467244762497024,2233,4825
758405701903519748,1926,5239
758355060040593408,1088,3429
758099635764359168,10084,19234
758041019896193024,379,2726
757741869644341248,3278,6925
757729163776290825,8015,0
757725642876129280,1223,4577
757611664640446465,1114,4597
757597904299253760,301,0
757596066325864448,1068,4368
757400162377592832,6911,15260
757393109802180609,1751,5867
757354760399941633,1433,4549
756998049151549440,1999,6338
756939218950160384,2024,6700
756651752796094464,1315,5105
756526248105566208,3615,10491
756303284449767430,1100,3968
756288534030475264,17856,44280
756275833623502848,1544,6461
755955933503782912,2902,7391
755206590534418437,5404,16561
755110668769038337,11177,21362
754874841593970688,7980,0
754856583969079297,2545,6950
754747087846248448,525,2605
754482103782404096,1968,5335
754449512966619136,736,3782
754120377874386944,2373,7937
753655901052166144,2181,5871
753420520834629632,3595,7965
753398408988139520,1917,5802
753375668877008896,2341,7700
753298634498793472,5743,0
753294487569522689,1050,3395
753039830821511168,21022,37364
753026973505581056,974,3941
752932432744185856,6901,12717
752917284578922496,1589,6968
752701944171524096,2892,0
752682090207055872,1604,6036
752660715232722944,1567,4405
752568224206688256,2297,5549
752519690950500352,3460,7413
752334515931054080,1100,3837
752309394570878976,16343,0
752173152931807232,1852,6000
751950017322246144,928,3080
751937170840121344,1341,5219
751830394383790080,1959,5839
751793661361422336,2918,5866
751598357617971201,3056,7969
751583847268179968,1110,4418
751538714308972544,1269,5067
751456908746354688,1008,3236
751251247299190784,5913,12593
751205363882532864,1824,6362
751132876104687617,1301,5100
750868782890057730,1370,4815
750719632563142656,5066,13246
750506206503038976,1148,4463
750429297815552001,4302,13238
750383411068534784,1154,4581
750381685133418496,27,700
750147208377409536,964,3118
750132105863102464,1295,3633
750117059602808832,1318,4357
750101899009982464,847,3049
750086836815486976,536,2177
750071704093859840,3356,7875
750056684286914561,899,3174
750041628174217216,622,3200
750026558547456000,792,2732
750011400160841729,908,3258
749996283729883136,821,3083
749981277374128128,2477,5145
749774190421639168,1318,4678
749417653287129088,1646,6142
749403093750648834,537,2638
749395845976588288,3450,8609
749317047558017024,2242,5528
749075273010798592,2079,5772
749064354620928000,1531,4830
749036806121881602,794,3106
748977405889503236,3405,10813
748932637671223296,2263,5836
748705597323898880,952,2788
748699167502000129,1595,4766
748692773788876800,1335,4269
748575535303884801,1978,6096
748568946752774144,670,2202
748346686624440324,1228,5232
748337862848962560,4122,7671
748324050481647620,763,3689
748307329658011649,713,3683
748220828303695873,7829,14193
747963614829678593,2147,5796
747933425676525569,2546,6617
747885874273214464,978,2955
747844099428986880,750,2827
747816857231626240,1168,4868
747651430853525504,155,1389
747648653817413632,5872,12941
747600769478692864,555,2334
747594051852075008,1058,3692
747512671126323200,1611,5564
747461612269887489,1043,3882
747439450712596480,1919,5439
747242308580548608,2907,0
747219827526344708,1576,5274
747204161125646336,925,3380
747103485104099331,3967,9588
746906459439529985,296,2903
746872823977771008,2135,6000
746818907684614144,1741,5326
746790600704425984,1606,4886
746757706116112384,3914,9588
746726898085036033,1799,6065
746542875601690625,1879,5045
746521445350707200,983,0
746507379341139972,1084,4668
746369468511756288,1629,6189
746131877086527488,2206,6920
746056683365994496,810,3553
745789745784041472,1066,4033
745712589599014916,2333,7011
745433870967832576,2537,7086
745422732645535745,2437,8579
745314880350101504,2752,7186
745074613265149952,3504,7844
745057283344719872,2266,7256
744995568523612160,621,2969
744971049620602880,2688,7891
744709971296780288,1563,5618
744334592493166593,2112,6790
744234799360020481,77993,156521
744223424764059648,367,1667
743980027717509120,1093,4176
743895849529389061,960,3644
743835915802583040,2081,0
743609206067040256,1383,4475
743595368194129920,6542,18401
743545585370791937,939,3529
743510151680958465,3724,7916
743253157753532416,1226,4226
743222593470234624,1901,6215
743210557239623680,1362,3833
742534281772302336,3574,7066
742528092657332225,1978,4411
742465774154047488,3896,7263
742423170473463808,3768,9807
742385895052087300,1970,6809
742161199639494656,1374,4341
742150209887731712,1548,5132
741793263812808706,1510,4539
741743634094141440,2753,8165
741438259667034112,832,3674
741303864243200000,3204,8775
741099773336379392,5511,9987
741067306818797568,3097,9502
740995100998766593,2741,6369
740711788199743490,935,3400
740699697422163968,784,2843
740676976021798912,6816,18158
740373189193256964,13304,34983
740365076218183684,431,2456
740359016048689152,867,3299
740214038584557568,1961,6686
739979191639244800,5905,19957
739932936087216128,1070,4053
739844404073074688,852,3795
739623569819336705,1348,3766
739606147276148736,1652,5374
739544079319588864,21217,39487
739485634323156992,2918,7147
739238157791694849,57815,115631
738891149612572673,6,111
738885046782832640,1140,3769
738883359779196928,790,3296
738537504001953792,1539,5075
738402415918125056,837,3242
738184450748633089,1203,4309
738166403467907072,3346,8756
738156290900254721,643,2503
737826014890496000,1765,5260
737800304142471168,3445,9962
737678689543020544,1314,5028
737445876994609152,4450,10236
737322739594330112,810,3597
737310737551491075,7403,14642
736736130620620800,1723,4250
736392552031657984,7352,17642
736365877722001409,1239,3961
736225175608430592,2772,8111
736010884653420544,2982,7876
735991953473572864,1148,3583
735648611367784448,1098,4018
735635087207878657,2340,6141
735274964362878976,5017,12973
735256018284875776,880,3321
735137028879360001,965,3126
734912297295085568,524,2744
734787690684657664,6255,12507
734776360183431168,542,2492
734559631394082816,395,1479
733828123016450049,780,3569
733822306246479872,1018,3664
733482008106668032,950,3128
733460102733135873,1278,4180
733109485275860992,16809,50067
732732193018155009,535,2431
732726085725589504,885,3536
732585889486888962,776,3651
732375214819057664,2505,8057
732005617171337216,5387,14844
731285275100512256,985,3479
